code,name,unit,price,quantity,category
"PM-1067","BANDA DE FRENO  AX-100",UNO,"3500",0,"PIEZAS DE MOTO",
"PM-1068","MANILLA MOTOR C/ BOMBA",UNO,"4800",11,"PIEZAS DE MOTO",
"PM-1070","MANGUERA CADENA",PAR,"4500",0,"PIEZAS DE MOTO",
"PM-1071","MILLERO AX-100",UNO,"2000",0,"PIEZAS DE MOTO",
"PM-1072","MUELLE PATA ARRANQUE",UNO,"1500",0,"PIEZAS DE MOTO",
"PM-1074","MUELLE BURRO GN",UNO,"1500",0,"PIEZAS DE MOTO",
"PM-1076","MANILLA CRIOLLA",UNO,"800",0,"PIEZAS DE MOTO",
"PM-1080","RADIADOR DE ACEITE MOTO",UNO,"50000",2,"PIEZAS DE MOTO",
"PM-1081","TIMON MOTO",UNO,"3500",0,"PIEZAS DE MOTO",
"PM-1083","PASTILLA FRENO MOTORINA",UNO,"2500",8,"PIEZAS DE MOTO",
"PM-1084","PUNO MOTORINA",UNO,"6500",1,"PIEZAS DE MOTO",
"PM-1085","PIZARRA MOTORINA",UNO,"3500",0,"PIEZAS DE MOTO",
"PM-1086","PITO MOTOR",UNO,"1800",10,"PIEZAS DE MOTO",
"PM-1087","PUŃO MOTOR",PAR,"6500",0,"PIEZAS DE MOTO",
"PM-1090","PORTA SPROKE",UNO,"3500",1,"PIEZAS DE MOTO",
"PM-1091","CENTRO MOTO AX-100",UNO,"20000",1,"PIEZAS DE MOTO",
"PM-1092","PINZA GN",UNO,"8500",0,"PIEZAS DE MOTO",
"PM-1094","BOTONERA",UNO,"4800",4,"PIEZAS DE MOTO",
"PM-1095","BIELA JAWA Y ETZ",UNO,"18000",3,"PIEZAS DE MOTO",
"PM-1097","BOMBA TRASERA FRENO MOT",UNO,"5500",3,"PIEZAS DE MOTO",
"PM-1100","INTERRUPTOR ARRANQ MOT",UNO,"4800",0,"PIEZAS DE MOTO",
"PM-1102","MONIFLOR",UNO,"1500",4,"PIEZAS DE MOTO",
"PM-1103","MANILLA FABRIC CLOCHE MOTO SIMPLE",UNO,"2800",6,"PIEZAS DE MOTO",
"PM-1104","TAPA TANQUE MOTOR C/CHUCHO",UNO,"6500",6,"PIEZAS DE MOTO",
"PM-1105","TORNILLO SPROKE MOTO",UNO,"1500",6,"PIEZAS DE MOTO",
"PM-1106","PULMON DELANTERO MOTOR",UNO,"700",48,"PIEZAS DE MOTO",
"PM-1452","GUARDAFANGO MOTOR",PAR,"4500",0,"PIEZAS DE MOTO",
"PM-1500","JUNTA TUBO ESCAPE GN",UNO,"100",7,"PIEZAS DE MOTO",
"PM-1620","CANDADO P/MOTO CON ALARMA",UNO,"8500",0,"PIEZAS DE MOTO",
"PM-1622","CHUCHO ARRANQUE MOTORINA",UNO,"6500",0,"PIEZAS DE MOTO",
"PM-1640","CABLE DE CLOCHE AX-100 Y GN",UNO,"1800",4,"PIEZAS DE MOTO",
"PM-1641","CULEBRILLA AX-100 Y GN",UNO,"1800",12,"PIEZAS DE MOTO",
"PM-1643","FILTRO DE GASOLINA CON MANGUERITA",UNO,"450",0,"PIEZAS DE MOTO",
"PM-1647","FOCO DELANTERO DE AX-100",UNO,"8000",4,"PIEZAS DE MOTO",
"PM-1648","FOCO TRACERO DE GN",UNO,"9000",2,"PIEZAS DE MOTO",
"PM-1654","PITO DE DOS COLORES",UNO,"8000",1,"PIEZAS DE MOTO",
"PM-1655","CORNETAS ROJAS",UNO,"8000",0,"PIEZAS DE MOTO",
"PM-1659","COMANDO MOTO",UNO,"4800",0,"PIEZAS DE MOTO",
"PM-1662","MANGUERRA HIDRAULICA P/,MOTOR (FRENO)",UNO,"2800",3,"PIEZAS DE MOTO",
"PM-1669","CABLE DE FRENOS MOTO Y BICICLETAS",UNO,"800",13,"PIEZAS DE MOTO",
"PM-1730","INSTALACION ELCTRICA MOTO",UNO,"5000",1,"PIEZAS DE MOTO",
"PM-1756","CARBURADOR DE JAWA",UNO,"24000",1,"PIEZAS DE MOTO",
"PM-1764","DISCO DE FRENO DE MOTO",UNO,"13500",1,"PIEZAS DE MOTO",
"PM-1765","CARBURADOR DE AX-100",UNO,"12000",0,"PIEZAS DE MOTO",
"PM-1766","CARBURADOR CORTINA P",UNO,"13000",1,"PIEZAS DE MOTO",
"PM-1768","ALARMA MOTO",UNO,"12000",0,"PIEZAS DE MOTO",
"PM-1774","TAPA DE TANQUE AUXILIAR",UNO,"800",0,"PIEZAS DE AUTO",
"PM-1794","CAJA REGULADORA MOTORINA",UNO,"4500",0,"PIEZAS DE MOTO",
"PM-1795","FILTRO DE ACEITE MOTO",UNO,"900",26,"PIEZAS DE MOTO",
"PP-1199","PINTURA AZUL OSCURO  AUTOLUX 4LT",Lt,"4000",0,"PINTURAS",
"PP-1213","SPRAY NEGRO",UNO,"1800",0,"PINTURAS",
"PP-1214","PINTURA BLANCO AUTOLUX 4LT",Lt,"4000",188.6,"PINTURAS",
"PP-1215","PINTURA MARFIL  AUTOLUX 4LT",Lt,"4000",39.6,"PINTURAS",
"PP-1216","PINTURA AZUL MEDIO  AUTOLUX 4LT",Lt,"4000",73.8,"PINTURAS",
"PP-1217","PINTURA VERDE MANZANA  PRIMAVERA INDUSTRIAL",Lt,"3600",0,"PINTURAS",
"PP-1219","PINTURA VERDE OSCURO METALICO 4LT",Lt,"4000",35.6,"PINTURAS",
"PP-1220","PINTURA AMARILLA  AUTOLUX 4LT",Lt,"4000",39.6,"PINTURAS",
"PP-1221","BARNIZ INDUCTRIAL 4LT",Lt,"12000",0,"PINTURAS",
"PP-1222","PINTURA NEGRO  AUTOLUX 4LT",Lt,"4000",127.6,"PINTURAS",
"PP-1223","PINTURA ROJA INDUSTRIAL 1 LT",Lt,"3600",16,"PINTURAS",
"PP-1224","PINTURA GRIS CLARO  AUTOLUX 4LT",Lt,"4000",255.2,"PINTURAS",
"PP-1225","SPRAY DORADO",UNO,"2000",0,"PINTURAS",
"PP-1226","SPRAY PLATIADO",UNO,"1800",12,"PINTURAS",
"PP-1227","SPRAY BLANCO",UNO,"1800",0,"PINTURAS",
"PP-1228","SPRAY AMARILLO",UNO,"1800",0,"PINTURAS",
"PP-1229","SPRAY VERDE CLARO FOSFORESCENTE",UNO,"1800",0,"PINTURAS",
"PP-1230","SPRAY GRIS",UNO,"1800",0,"PINTURAS",
"PP-1567","PINTURA INDUSTRIAL BARNIZ",Lt,"4000",100,"PINTURAS",
"PP-1568","PINTURA INDUSTRIAL DORADA 1LT",Lt,"3600",4,"PINTURAS",
"PP-1570","PINTURA INDUSTRIAL AMARILLA 1LT",Lt,"3600",2,"PINTURAS",
"PP-1573","PINTURA INDUSTRIAL MARFIL 4LT",Lt,"3000",36,"PINTURAS",
"PP-1574","PINTURA INDUSTRIAL BLANCO 4LT",Lt,"3000",0,"PINTURAS",
"PP-1575","PINTURA INDUSTRIAL DURACROM 4LT",Lt,"3000",0,"PINTURAS",
"PP-1576","PINTURA INDUSTRIAL METAL 4LT",Lt,"3000",0,"PINTURAS",
"PP-1578","PINTURA ACRILICA CASA (CUBETA)",UNO,"6000",3,"PINTURAS",
"PP-1735","PINTURA INDUSTRIAL ROJA 4 LT",Lt,"3000",17,"PINTURAS",
"PP-1781","PINTURA IMPERMEABILIZANTE 1LT",UNO,"3300",0,"PINTURAS",
"PP-1782","PINTURA CARMELITA 1LT",Lt,"3600",36,"PINTURAS",
"R-1287","RODAMIENTO 6304",UNO,"1500",0,"RODAMIENTOS",
"R-1326","RODAMIENTO 6203",UNO,"1500",22,"RODAMIENTOS",
"R-1330","RODAMIENTO 6007",UNO,"2500",6,"RODAMIENTOS",
"R-1341","RODAMIENTO 6301",UNO,"1500",2,"RODAMIENTOS",
"R-1347","RODAMIENTO 6303",UNO,"1500",13,"RODAMIENTOS",
"R-1352","RODAMIENTO 6204",UNO,"1500",0,"RODAMIENTOS",
"R-1354","RODAMIENTO GRANDE LADA 7805",UNO,"7500",1,"RODAMIENTOS",
"R-1376","RODAMIENTO LADA 6306",UNO,"3500",6,"RODAMIENTOS",
"R-1394","RODAMIENTO 6305",UNO,"1500",1,"RODAMIENTOS",
"R-1406","RODAMIENTO 6206",UNO,"2500",3,"RODAMIENTOS",
"R-1407","RODAMIENTO 6306",UNO,"3500",5,"RODAMIENTOS",
"R-1408","RODAMIENTO 6302",UNO,"1500",4,"RODAMIENTOS",
"R-1412","RODAMIENTO 6202",UNO,"800",12,"RODAMIENTOS",
"R-1429","RODAMIENTO V8",UNO,"10000",6,"RODAMIENTOS",
"R-1435","RODAMIENTO 6008",UNO,"1500",15,"RODAMIENTOS",
"R-1445","RODAMIENTO 6201",UNO,"800",62,"RODAMIENTOS",
"R-1456","RODAMIENTO 6200",UNO,"800",5,"RODAMIENTOS",
"R-1467","RODAMIENTO 6301",UNO,"1500",0,"RODAMIENTOS",
"R-1604","RODAMIENTO BOMBAS DE AGUA",UNO,"1500",6,"RODAMIENTOS",
"R-1637","RODAMIENTO 7804",UNO,"3500",12,"RODAMIENTOS",
"R-1638","RODAMIENTO 32007",UNO,"4000",4,"RODAMIENTOS",
"R-1639","ROLLETE 32007",UNO,"4000",4,"RODAMIENTOS",
"R-1761","ROLLETE PEQUEŃO DE LADA",UNO,"3500",2,"RODAMIENTOS",
"R-1765","RODAMIENTO 6006",UNO,"1500",4,"RODAMIENTOS",
"R-1766","RODAMIENTO 6205",UNO,"1500",3,"RODAMIENTOS",
"R-1767","RODAMIENTO 6002",UNO,"1500",3,"RODAMIENTOS",
"R-1768","RODAMIENTO 30203",UNO,"2500",10,"RODAMIENTOS",
"R-1769","RODAMIENTO 7805 (GRANDE LADA)",UNO,"2500",0,"RODAMIENTOS",
"R-1770","RODAMIENTO 7206",UNO,"2500",1,"RODAMIENTOS",
"R-1771","RODAMIENTO 30202",UNO,"2500",1,"RODAMIENTOS",
"R-1772","RODAMIENTO 6010",UNO,"2500",1,"RODAMIENTOS",
"R-1773","RODAMIENTO 7604",UNO,"2500",1,"RODAMIENTOS",
"R-1774","RODAMIENTO 30206",UNO,"2500",1,"RODAMIENTOS",
"PA-1797","BOMBA DE AGUA COMPLETA",UNO,"2000",2,"PIEZAS DE AUTO",
"FF-1798","MASILLA SECADO RAPIDO 1.5LT",UNO,"15000",0,"FERRETERIA",
"AL-1799","ACEITE AFT HIDRAULICO",Lt,"4500",14,"ACEITES Y LUBRICANTES",
"FF-1800","JUEGOS DE PITO",UNO,"6000",2,"FERRETERIA",
"R-1801","RODAMIENTO COLLARIN",UNO,"9000",2,"RODAMIENTOS",
"FF-1802","TORNILLO 12 MM",UNO,"250",45,"FERRETERIA",
"FF-1803","COMANDO DOBLE DE LUCES",UNO,"7500",1,"FERRETERIA",
"PM-1804","RELAY ARRANQUE MOTOS",UNO,"2800",0,"PIEZAS DE MOTO",
"FF-1805","PILOTOS LED",UNO,"600",38,"FERRETERIA",
"PM-1806","PULMON FRENO TRACERO",UNO,"800",7,"PIEZAS DE MOTO",
"PM-1807","INTERMITENTE PLASTICO",UNO,"5500",0,"PIEZAS DE MOTO",
"PM-1808","INTERMITENTE JAWA",UNO,"6000",0,"PIEZAS DE MOTO",
"FF-1809","BARRENA 8MM",UNO,"800",18,"FERRETERIA",
"B-1810","BOMBILLA CHAPA AX-100",UNO,"2800",3,"BOMBILLOS",
"FF-1811","TENAZA DE SOLDAR",UNO,"4800",2,"FERRETERIA",
"NM-1812","CAMARA 18/275",UNO,"3500",0,"NEUMATICOS MOTO",
"PM-1813","CALSO SPROKE GN",UNO,"700",15,"PIEZAS DE MOTO",
"PM-1814","CALSO SPROKE AX-100",UNO,"700",13,"PIEZAS DE MOTO",
"PM-1815","GOMA PATA DE CAMBIO",UNO,"800",2,"PIEZAS DE MOTO",
"PM-1816","MUELLE PATA DE FRENO AX-10 /GN",UNO,"700",14,"PIEZAS DE MOTO",
"FF-1817","BUJIAS DE IRIDIO",UNO,"2500",0,"FERRETERIA",
"PA-1818","FILTRO DE DIESEL YUNCHAY",UNO,"8000",2,"PIEZAS DE AUTO",
"PA-1819","FILTRO DE ACEITE YUNCHAY",UNO,"8000",2,"PIEZAS DE AUTO",
"PA-1820","FILTRO DE ACEITE MOSK",UNO,"2500",0,"PIEZAS DE AUTO",
"AL-1821","GRASA MOLLY",UNO,"3500",25,"ACEITES Y LUBRICANTES",
"FF-1822","CAPACITOR 700 MF",UNO,"4800",2,"FERRETERIA",
"FF-1823","CAPACITOR 25 MF",UNO,"2300",3,"FERRETERIA",
"FF-1824","BROCHAS 1''",UNO,"350",0,"FERRETERIA",
"FF-1825","LLAVE DE ANGULO",UNO,"1400",7,"FERRETERIA",
"FF-1826","EXPANSIONADOR 8 MM",UNO,"350",1,"FERRETERIA",
"FF-1827","EXPANSIONADOR 6 MM",UNO,"300",15,"FERRETERIA",
"PP-1736","PINTURA INDUSTRIAL CAOBA 4 LT",Lt,"3000",3.99999999999956E-03,"PINTURAS",
"FF-1738","EXPANSION PLASTICA",UNO,"25",117,"FERRETERIA",
"FF-1739","EXTENSION ELECTRICA 20 M",UNO,"6000",0,"FERRETERIA",
"AL-1740","ACEITE MOLINOL 10 W30 LT",Lt,"4000",24,"ACEITES Y LUBRICANTES",
"PA-1742","CABLE DE CAMBIO DE YUNDAY",UNO,"43700",1,"PIEZAS DE AUTO",
"PM-1743","JUEGO DE ESPEJOS MOTOR",PAR,"7500",3,"PIEZAS DE MOTO",
"PA-1745","MEZULAS DE CLARIA",PAR,"36400",2,"PIEZAS DE AUTO",
"PA-1764","CORREA GRANDE DE MOTOR",UNO,"2800",11,"PIEZAS DE AUTO",
"ED-1764","BOCINAS PIONERS 450 WATT",UNO,"38400",1,"ELECTROS",
"PA-1765","OBSTURADOR DE LADA",UNO,"3000",0,"PIEZAS DE AUTO",
"NM-1764","NEUMATICO DE MOTO 16X300",UNO,"14000",1,"NEUMATICOS MOTO",
"PB-1765","NEUMATICO BICICLETA 26",UNO,"4500",0,"PIEZAS DE BICICLETA",
"FF-1765","PIZARRITAS DE MUSICA",UNO,"4500",1,"FERRETERIA",
"FF-1766","TWITTER",UNO,"3500",8,"FERRETERIA",
"FF-1768","SILICONA BRIDA",UNO,"4500",0,"FERRETERIA",
"FF-1769","PROTECTOR FOCO",UNO,"5000",1,"FERRETERIA",
"FF-1770","EMBELLECEDOR JUNQUILLO",m,"900",57.5,"FERRETERIA",
"FF-1771","PORTATELEFONO AUTO",UNO,"3500",5,"FERRETERIA",
"FF-1772","CARGADOR TELEFONO CARGA RAPIDA",UNO,"4000",2,"FERRETERIA",
"FF-1773","PRECILLAS DE ACERO INOXIDABLE",UNO,"300",91,"FERRETERIA",
"ED-1765","COMPRESOR STANDARD",UNO,"20000",0,"ELECTROS",
"FF-1774","LAMPARAS LED 50W",UNO,"3500",6,"FERRETERIA",
"FF-1775","BOMBA AIRE",UNO,"5000",0,"FERRETERIA",
"PA-1780","PIZARRA MODERNA",UNO,"20000",1,"PIEZAS DE AUTO",
"FF-1781","ROLLOS DE ALAMBRE DE SOLDAR",UNO,"15000",0,"FERRETERIA",
"PA-1781","JUEGO DE PANTALLAS MEXICANAS",UNO,"20000",1,"PIEZAS DE AUTO",
"FF-1782","BATERIAS DE LITIO",UNO,"1500",0,"FERRETERIA",
"FF-1783","RELAY 30 A",UNO,"1000",13,"FERRETERIA",
"AL-1764","CUAJO (PRODUCIR QUESO)",UNO,"4500",1,"ALIMENTOS",
"NA-1764","GOMA 12",UNO,"32000",5,"NEUMATICOS AUTO",
"BT-1765","BATERIA 60 A",UNO,"54000",0,"BATERIAS",
"PA-1801","BOMBA DE FRENO DE LADA",UNO,"14000",2,"PIEZAS DE AUTO",
"PA-1802","JUEGO DE CALSO MOTOR LADA",UNO,"14000",0,"PIEZAS DE AUTO",
"PA-1803","CADENA DE DISTRIBUCION",UNO,"19000",1,"PIEZAS DE AUTO",
"PA-1804","BOBINA ARRANQUE",UNO,"15000",1,"PIEZAS DE AUTO",
"PA-1805","JUEGO DE PANTALLAS DE MOSK",UNO,"5000",1,"PIEZAS DE AUTO",
"FF-1806","CABLE FOTOVOLTAICO",m,"1500",0,"FERRETERIA",
"PA-1806","MANGUERA Z LADA",UNO,"6500",0,"PIEZAS DE AUTO",
"FF-1839","MATAJUNTAS",UNO,"900",90,"FERRETERIA",
"FF-1840","FOGON DE MECHA",UNO,"15000",8,"FERRETERIA",
"PA-1746","MANGUERA DE FRENO MOSK",UNO,"3500",4,"PIEZAS DE AUTO",
"PA-1747","CORREA 163 DIENTES YUNDAY",UNO,"17000",1,"PIEZAS DE AUTO",
"PA-1748","CALSO DE 6 HUECOS",UNO,"7500",1,"PIEZAS DE AUTO",
"FF-1749","BUJIAS PUNTA DE PLATINO",UNO,"2500",0,"FERRETERIA",
"FF-1751","LAMPARAS CON PANEL",UNO,"7000",6,"FERRETERIA",
"ED-1752","POWER BANK",UNO,"14000",1,"ELECTROS",
"FF-1754","ROLLOS DE ALAMBRE ACERADO",UNO,"700",14,"FERRETERIA",
"PA-1755","TECLA DE 20 AMP",UNO,"1600",6,"PIEZAS DE AUTO",
"PP-1756","SPRAY ROJO",UNO,"1800",0,"PINTURAS",
"AL-1757","ACEITE JAZO 15W40 1LT",UNO,"3500",34,"ACEITES Y LUBRICANTES",
"AL-1758","ACEITE JAZO 10W40 1LT",UNO,"3500",44,"ACEITES Y LUBRICANTES",
"AL-1759","ACEITE SEMISINTETICO 15W40 4LT",Lt,"3000",87.3,"ACEITES Y LUBRICANTES",
"AL-1760","ACEITE SEMISINTETICO 20W50 4LT",Lt,"3000",55.4,"ACEITES Y LUBRICANTES",
"PA-1761","VELETA DE YUNDAY",UNO,"14000",3,"PIEZAS DE AUTO",
"AL-1762","OCTANAJE DE GASOLINA 1LT",UNO,"3500",38,"ACEITES Y LUBRICANTES",
"PA-1763","CAJA REGULADORA DE LADA",UNO,"3500",4,"PIEZAS DE AUTO",
"ED-1841","CARGADOR BATERIA MOTORINA",UNO,"20000",2,"ELECTROS",
"FF-1842","BREKERA (4 POSICIONES)",UNO,"4500",9,"FERRETERIA",
"FF-1843","EXTENSION ELCTRICA 15M",UNO,"4800",0,"FERRETERIA",
"FF-1844","EXTENSION BLANCA (VARIOS TOMAS)",UNO,"2800",1,"FERRETERIA",
"FF-1845","LLAVE ALLEN PEQUEŃA",UNO,"2500",2,"FERRETERIA",
"FF-1846","DESTUPIDOR BAŃO",UNO,"1300",9,"FERRETERIA",
"PB-1847","TETERAS DE BICICLETA",UNO,"1500",10,"PIEZAS DE BICICLETA",
"FF-1848","CAJA DE BREKERS (2 POSICIONES)",UNO,"3000",1,"FERRETERIA",
"FF-1849","BUJIAS F5TC Y FT2L",UNO,"200",15,"FERRETERIA",
"PA-1850","FILTRO AIRE YUNDAY",UNO,"12500",1,"PIEZAS DE AUTO",
"PA-1851","DISCO DE CLOCHE YUNDAY",UNO,"45000",0,"PIEZAS DE AUTO",
"PA-1852","DISCO DE CLOCHE MOSCOVICH",UNO,"14000",0,"PIEZAS DE AUTO",
"FF-1853","BREAKER 32 A DOBLE",UNO,"3500",0,"FERRETERIA",
"PA-1854","BOMBA CLOSHE CLARIA",UNO,"20800",4,"PIEZAS DE AUTO",
"PA-1855","BOMBA DE FRENO CLARIA",UNO,"51000",4,"PIEZAS DE AUTO",
"PA-1856","BOMBA CLOSHE MOSK",UNO,"20000",0,"PIEZAS DE AUTO",
"FF-1870","BREAKER TRIFASICO",UNO,"7000",0,"FERRETERIA",
"FF-1871","CODO 3/4",UNO,"300",44,"FERRETERIA",
"FF-1872","TEE 1/2",UNO,"250",45,"FERRETERIA",
"FF-1873","DESTORNILLADOR PEQUENO",UNO,"300",5,"FERRETERIA",
"FF-1874","ESTAŃO CIRCULAR",UNO,"2600",0,"FERRETERIA",
"FF-1875","CINTA PARA TRAILER L",UNO,"2800",0,"FERRETERIA",
"FF-1876","CINTA PARA TRAILER C",UNO,"2400",1,"FERRETERIA",
"ED-1870","MOTOSIERRA",UNO,"95000",1,"ELECTROS",
"FF-1879","BREAKER SENCILLO 32A",UNO,"1500",10,"FERRETERIA",
"FF-1878","NIVEL",UNO,"3800",2,"FERRETERIA",
"FF-1976","RODILLOS",UNO,"1500",0,"FERRETERIA",
"FF-1974","TORNILLO EMBELLECEDOR MOTOS",UNO,"250",58,"FERRETERIA",
"FF-1980","REGLETAS",UNO,"900",0,"FERRETERIA",
"FF-1982","LIANZA 5M",UNO,"1500",4,"FERRETERIA",
"FF-1983","CABLE No 16 (INSTALACION AUTO)",m,"200",36,"FERRETERIA",
"AP-1980","TINTE ARABES (DISTINTOS COLORES)",UNO,"1200",14,"ARTICULOS DE ASEO Y BELLEZA",
"PA-1870","JUNTA DE BLOCK DE LADA (76 X 79 MM)",UNO,"10000",4,"PIEZAS DE AUTO",
"FF-1975","CUCHILLA",UNO,"200",3,"FERRETERIA",
"FF-1971","CABLE ROYAL COOL 10",m,"700",203,"FERRETERIA",
"FF-1970","BRIDA 4.8 X 350MM",UNO,"30",200,"FERRETERIA",
"FF-1972","TENAZA PICATUBOS",UNO,"2500",6,"FERRETERIA",
"FF-1973","LAMPARA DE TECHO (DISTROICA)",UNO,"1500",6,"FERRETERIA",
"FF-1977","EXTENSION ELECTRICA 25 M (3 TOMAS)",UNO,"8000",4,"FERRETERIA",
"FF-1978","CARBON LIJADORA",UNO,"1500",11,"FERRETERIA",
"ED-1871","HORNILLA SENCILLA",UNO,"7000",1,"ELECTROS",
"ED-1872","HORNILLA DOBLE",UNO,"12000",2,"ELECTROS",
"FF-1979","TIRAFONDO 3.5 X 45 MM",UNO,"15",365,"FERRETERIA",
"FF-1981","BOMBA DE AIRE",UNO,"6000",3,"FERRETERIA",
"FF-1984","TOMACORRIENTE 20A",UNO,"2000",28,"FERRETERIA",
"FF-1987","LLAVE MEZCLADORA DE FREGADERO",UNO,"21000",2,"FERRETERIA",
"FF-1990","JUEGO DE BARRENAS DE TUGSTENO 1",UNO,"2600",3,"FERRETERIA",
"FF-1991","JUEGO DE BARRENAS DE TUGSTENO 2",UNO,"2500",1,"FERRETERIA",
"PP-1870","PINTURA ANTICORROCIVO INDUSTRIAL",Lt,"4000",13,"PINTURAS",
"PP-1871","PINTURA INDUSTRIAL AZUL 1L",Lt,"4000",9,"PINTURAS",
"PP-1880","PINTURA INDUSTRIAL VERDE 1L",Lt,"4000",9,"PINTURAS",
"PA-1857","TAPA DE TANQUE MOSK",UNO,"6000",2,"PIEZAS DE AUTO",
"PA-1858","RELAY 12 V 80 A",UNO,"1400",14,"PIEZAS DE AUTO",
"FF-1859","FILTROS DE COMBUSTIBLE DOBLES",UNO,"3000",5,"FERRETERIA",
"PA-1860","HIDROWA CLARIA",UNO,"76500",0,"PIEZAS DE AUTO",
"PA-1861","CILINDRO FRENO DE LADA",UNO,"13000",2,"PIEZAS DE AUTO",
"NA-1862","NEUMATICO 18-250 (PISTA)",UNO,"17000",2,"NEUMATICOS AUTO",
"FF-1863","SOPORTE TV",UNO,"6500",4,"FERRETERIA",
"FF-1864","SOPORTE TV",UNO,"3500",2,"FERRETERIA",
"FF-1865","ALICATE O PINZA",UNO,"2300",0,"FERRETERIA",
"FF-1866","JUEGO DE LLAVES",UNO,"6500",0,"FERRETERIA",
"FF-1867","JUEGO DE LLAVES PEQUEŃAS",UNO,"6000",1,"FERRETERIA",
"FF-1868","ROSCACHAPA",UNO,"40",113,"FERRETERIA",
"FF-1869","LINTERNA",UNO,"3500",6,"FERRETERIA",
"ED-1873","LAMPARA SOLAR EPOXI",UNO,"28000",2,"ELECTROS",
"ED-1874","LAMPARA SOLAR EPOXI",UNO,"30000",1,"ELECTROS",
"FF-1992","JUEGO DE CUBOS EN SU ESTUCHE",UNO,"25000",1,"FERRETERIA",
"FF-1877","DESTORNILLADOR GRANDE",UNO,"600",9,"FERRETERIA",
